timestamp,span_id,amplifier_target_db,amplifier_gain_db,span_loss_target_db,span_loss_db,signal_db,noise_db,osnr_db,label,failed_span_id
2025-10-14 05:43:32.316254,31,18.00804691832706,18.753716049172947,9.130600281077484,9.943844692189343,-5.854080028108546,-18.21279535121792,12.128084539101557,0,0
2025-10-14 05:17:24.316254,6,16.451417008637478,17.362662341549246,7.170361085048029,6.497997297820939,-5.9253955437487456,-18.303876458303932,11.048084668129711,0,0
2025-10-14 04:28:11.316254,37,21.73791312082535,22.965257889375128,11.623997864433463,11.552562891237876,-8.355658083502522,-18.22352720586883,10.458321758411195,0,0
2025-10-14 05:18:22.316254,35,17.276643405719735,17.164198283154334,9.639051537523965,9.624551854288823,-6.361921462327559,-16.495649053791027,10.564160982354107,0,0
2025-10-14 05:14:41.316254,31,19.906091226584522,20.614867292563826,7.505142769955814,8.121766049685714,-5.588993939409934,-18.796797234150898,14.224345007231275,0,0
2025-10-14 05:45:00.316254,12,19.913569436285453,20.193146426619354,8.827727472473885,9.244004365095023,-7.823798589790163,-18.467098824715215,11.259512923937008,0,0
2025-10-14 04:08:56.316254,24,19.672685487184683,20.7041911584674,8.347660091221645,9.090698327783995,-4.689981542510087,-16.162698054521194,11.762091898627524,0,0
2025-10-14 05:26:02.316254,15,20.343353311412763,20.66582714321597,10.257799826832677,9.088340981419858,-7.644472890898102,-18.35282212185827,11.691190514024736,0,0
2025-10-14 05:45:23.316254,12,20.045577492842792,18.866009231557324,11.506313221772398,10.238015049127695,-2.345982099281699,-19.964654861100897,17.84341275577916,0,0
2025-10-14 04:06:39.316254,44,16.202575547966713,15.445580610674462,9.784991559083899,10.080354035498098,-3.3539588427315965,-18.286391911197143,16.25999392433882,0,0
2025-10-14 04:45:10.316254,29,19.852917864671195,20.307749308582395,10.89250701991449,9.40519938575441,-4.32456106057745,-18.592901371245922,13.498232935802438,0,0
2025-10-14 06:04:07.316254,6,19.791473163133595,19.083283872213613,12.882897806817844,13.327440765669698,-5.792212744008802,-19.57973887879251,13.817196526563395,0,0
2025-10-14 05:27:12.316254,11,21.952938340718998,21.962352610977906,6.5072181595701295,7.344547676390215,-6.454433228915329,-19.055018876803054,12.75432872810211,0,0
2025-10-14 05:33:33.316254,13,17.228757273008043,16.507655899864908,9.826889035298073,9.995225533632075,-6.674537254025005,-17.582217804121605,11.79058907228056,0,0
2025-10-14 05:05:59.316254,19,23.857016934424205,23.918848534543713,8.6021091835302,9.010514181855582,-4.02499368038454,-20.53944876093369,17.000634726798385,0,0
2025-10-14 05:39:53.316254,46,16.651205191087406,18.225234859382706,8.221199092213906,8.635483577528637,-4.641121680342934,-20.390382507813687,15.35758707252336,0,0
2025-10-14 04:09:02.316254,18,23.44616838863452,24.292689182611067,11.734799082978533,12.021850282901724,-6.669608159266653,-20.53987044508193,14.013963763906895,0,0
2025-10-14 06:44:50.316254,32,18.290250067185205,15.39425482873066,15.182812083935065,16.307264273777957,-15.224978888512158,-16.36433231836887,1.7037492206618736,1,32
2025-10-14 05:56:51.316254,4,21.964982031757827,22.75746550141849,9.108244418715076,9.007989911162637,-7.6040003358151065,-18.171893339476583,10.18459865887346,0,0
